Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior,Name
40.0,Male,1,Financial Analyst,12.0,130000.0,USA,White,1,Male_185
45.0,Female,3,UX Designer,16.0,160000.0,UK,Asian,1,Female_170
33.0,Male,1,Product Manager,4.0,60000.0,Canada,White,0,Male_186
36.0,Female,1,Marketing Manager,8.0,95000.0,UK,Welsh,1,Female_171
47.0,Male,2,Director of Operations,19.0,170000.0,UK,Welsh,0,Male_187
29.0,Female,1,Project Manager,2.0,40000.0,Australia,Australian,0,Female_172
34.0,Male,1,Operations Coordinator,7.0,90000.0,China,Chinese,1,Male_188
44.0,Female,3,Business Analyst,15.0,150000.0,UK,Welsh,1,Female_173
33.0,Male,1,Marketing Specialist,5.0,70000.0,Canada,White,0,Male_189
35.0,Female,1,Financial Manager,8.0,90000.0,China,Chinese,1,Female_174
43.0,Male,2,Director of Marketing,18.0,170000.0,Canada,Asian,0,Male_190
31.0,Female,1,Financial Analyst,3.0,50000.0,Canada,Black,0,Female_175
41.0,Male,1,Product Manager,14.0,150000.0,China,Chinese,1,Male_191
44.0,Female,3,Data Engineer,16.0,160000.0,Australia,White,1,Female_176
33.0,Male,1,Business Analyst,4.0,60000.0,UK,Welsh,0,Male_192
35.0,Female,1,Marketing Analyst,8.0,85000.0,China,White,1,Female_177
43.0,Male,2,Director of Operations,19.0,170000.0,China,White,0,Male_193
29.0,Female,1,Project Manager,2.0,40000.0,USA,Asian,0,Female_178
34.0,Male,1,Operations Coordinator,7.0,90000.0,China,White,1,Male_194
44.0,Female,3,Business Analyst,15.0,150000.0,UK,White,1,Female_179
31.0,Male,2,Data Scientist,6.0,160000.0,Australia,White,0,Male_195
28.0,Female,1,Software Engineer,3.0,125000.0,Canada,Black,0,Female_180
26.0,Male,2,Product Manager,2.0,120000.0,China,White,0,Male_196
27.0,Female,1,Data Analyst,2.0,110000.0,UK,Mixed,0,Female_181
30.0,Male,3,Data Scientist,5.0,180000.0,China,Korean,0,Male_197
29.0,Female,1,Software Engineer,4.0,140000.0,Australia,White,0,Female_182
32.0,Male,1,Product Manager,7.0,170000.0,USA,Asian,0,Male_198
25.0,Female,2,Data Analyst,1.0,100000.0,China,White,0,Female_183
33.0,Male,3,Data Scientist,8.0,190000.0,UK,Mixed,0,Male_199
31.0,Female,1,Software Engineer,6.0,155000.0,UK,Welsh,0,Female_184
28.0,Male,2,Product Manager,3.0,130000.0,Canada,Black,0,Male_200
30.0,Female,1,Data Analyst,5.0,145000.0,USA,African American,0,Female_185
27.0,Male,3,Data Scientist,2.0,115000.0,USA,African American,0,Male_201
29.0,Female,1,Software Engineer,4.0,140000.0,USA,Hispanic,0,Female_186
34.0,Male,1,Product Manager,9.0,185000.0,China,Chinese,0,Male_202
25.0,Female,2,Data Analyst,1.0,100000.0,Australia,Australian,0,Female_187
33.0,Male,3,Data Scientist,8.0,190000.0,Canada,Black,0,Male_203
31.0,Female,1,Software Engineer,6.0,155000.0,UK,Welsh,0,Female_188
28.0,Male,2,Product Manager,3.0,130000.0,Australia,White,0,Male_204
30.0,Female,1,Data Analyst,5.0,145000.0,Australia,White,0,Female_189
28.0,Male,1,Software Engineer,3.0,125000.0,China,Korean,0,Male_205
26.0,Female,2,Product Manager,2.0,120000.0,USA,White,0,Female_190
27.0,Male,1,Data Analyst,2.0,110000.0,USA,African American,0,Male_206
30.0,Female,3,Data Scientist,5.0,180000.0,China,Korean,0,Female_191
29.0,Male,1,Software Engineer,4.0,140000.0,USA,Hispanic,0,Male_207
32.0,Male,1,Product Manager,7.0,170000.0,China,Chinese,0,Male_208
25.0,Female,2,Data Analyst,1.0,100000.0,Australia,Asian,0,Female_192
33.0,Male,3,Data Scientist,8.0,190000.0,Canada,Asian,0,Male_209
31.0,Female,1,Software Engineer,6.0,155000.0,Australia,Australian,0,Female_193
28.0,Male,2,Product Manager,3.0,130000.0,Canada,Asian,0,Male_210
30.0,Female,1,Data Analyst,5.0,145000.0,Canada,Asian,0,Female_194
27.0,Male,3,Data Scientist,2.0,115000.0,UK,Asian,0,Male_211
29.0,Female,1,Software Engineer,4.0,140000.0,Australia,White,0,Female_195
34.0,Male,1,Product Manager,9.0,185000.0,Canada,White,0,Male_212
25.0,Female,2,Data Analyst,1.0,100000.0,China,White,0,Female_196
33.0,Male,3,Data Scientist,8.0,190000.0,UK,White,0,Male_213
31.0,Female,1,Software Engineer,6.0,155000.0,Australia,Australian,0,Female_197
28.0,Male,2,Product Manager,3.0,130000.0,Canada,Asian,0,Male_214
30.0,Female,1,Data Analyst,5.0,145000.0,Canada,White,0,Female_198
28.0,Male,1,Software Engineer,3.0,125000.0,Australia,Asian,0,Male_215
26.0,Female,2,Product Manager,2.0,120000.0,USA,White,0,Female_199
27.0,Male,1,Data Analyst,2.0,110000.0,Australia,White,0,Male_216
30.0,Female,3,Data Scientist,5.0,180000.0,Canada,Black,0,Female_200
29.0,Male,1,Software Engineer,4.0,140000.0,Australia,Asian,0,Male_217
32.0,Male,1,Product Manager,7.0,170000.0,USA,African American,0,Male_218
25.0,Female,2,Data Analyst,1.0,100000.0,Canada,Black,0,Female_201
33.0,Male,3,Data Scientist,8.0,190000.0,Australia,Australian,0,Male_219
31.0,Female,1,Software Engineer,6.0,155000.0,China,Chinese,0,Female_202
28.0,Male,2,Product Manager,3.0,130000.0,UK,Mixed,0,Male_220
30.0,Female,1,Data Analyst,5.0,145000.0,China,White,0,Female_203
27.0,Male,3,Data Scientist,2.0,115000.0,Australia,Australian,0,Male_221
29.0,Female,1,Software Engineer,4.0,140000.0,China,Korean,0,Female_204
34.0,Male,1,Product Manager,9.0,185000.0,China,Korean,0,Male_222
25.0,Female,2,Data Analyst,1.0,100000.0,China,Chinese,0,Female_205
33.0,Male,3,Data Scientist,8.0,190000.0,USA,Asian,0,Male_223
31.0,Female,1,Software Engineer,6.0,155000.0,Australia,Asian,0,Female_206
28.0,Male,2,Product Manager,3.0,130000.0,Australia,Australian,0,Male_224
30.0,Female,1,Data Analyst,5.0,145000.0,Australia,Australian,0,Female_207
28.0,Male,1,Software Engineer,3.0,125000.0,Canada,Black,0,Male_225
26.0,Female,2,Product Manager,2.0,120000.0,UK,Asian,0,Female_208
27.0,Male,1,Data Analyst,2.0,110000.0,China,White,0,Male_226
30.0,Female,3,Data Scientist,5.0,180000.0,USA,African American,0,Female_209
29.0,Male,1,Software Engineer,4.0,140000.0,Canada,Asian,0,Male_227
32.0,Male,1,Product Manager,7.0,170000.0,China,Korean,0,Male_228
25.0,Female,2,Data Analyst,1.0,100000.0,Australia,Asian,0,Female_210
33.0,Male,3,Data Scientist,8.0,190000.0,USA,Asian,0,Male_229
31.0,Female,1,Software Engineer,6.0,155000.0,China,Chinese,0,Female_211
28.0,Male,2,Product Manager,3.0,130000.0,USA,Hispanic,0,Male_230
30.0,Female,1,Data Analyst,5.0,145000.0,USA,White,0,Female_212
27.0,Male,3,Data Scientist,2.0,115000.0,China,Korean,0,Male_231
29.0,Female,1,Software Engineer,4.0,140000.0,USA,African American,0,Female_213
34.0,Male,1,Product Manager,9.0,185000.0,China,Chinese,0,Male_232
25.0,Female,2,Data Analyst,1.0,100000.0,UK,Mixed,0,Female_214
33.0,Male,3,Data Scientist,8.0,190000.0,UK,Welsh,0,Male_233
31.0,Female,1,Software Engineer,6.0,155000.0,Australia,Asian,0,Female_215
28.0,Male,2,Product Manager,3.0,130000.0,USA,Asian,0,Male_234
30.0,Female,1,Data Analyst,5.0,145000.0,Australia,White,0,Female_216
27.0,Male,3,Data Scientist,2.0,115000.0,China,Korean,0,Male_235
29.0,Female,1,Software Engineer,4.0,140000.0,USA,Hispanic,0,Female_217
34.0,Male,1,Product Manager,9.0,185000.0,UK,Mixed,0,Male_236
25.0,Female,2,Data Analyst,1.0,100000.0,Australia,Australian,0,Female_218
33.0,Male,3,Data Scientist,8.0,190000.0,China,Chinese,0,Male_237
31.0,Female,1,Software Engineer,6.0,155000.0,USA,Hispanic,0,Female_219
28.0,Male,2,Product Manager,3.0,130000.0,Canada,Asian,0,Male_238
30.0,Female,1,Data Analyst,5.0,145000.0,Australia,Asian,0,Female_220
28.0,Male,1,Software Engineer,3.0,125000.0,Australia,Asian,0,Male_239
26.0,Female,2,Product Manager,2.0,120000.0,Australia,Australian,0,Female_221
27.0,Male,1,Data Analyst,2.0,110000.0,Australia,Asian,0,Male_240
30.0,Female,3,Data Scientist,5.0,180000.0,USA,Asian,0,Female_222
29.0,Male,1,Software Engineer,4.0,140000.0,USA,Hispanic,0,Male_241
32.0,Male,1,Product Manager,7.0,170000.0,Canada,White,0,Male_242
25.0,Female,2,Data Analyst,1.0,100000.0,UK,Welsh,0,Female_223
33.0,Male,3,Data Scientist,8.0,190000.0,China,Korean,0,Male_243
31.0,Female,1,Software Engineer,6.0,155000.0,USA,Asian,0,Female_224
28.0,Male,2,Product Manager,3.0,130000.0,UK,Mixed,0,Male_244
30.0,Female,1,Data Analyst,5.0,145000.0,Australia,White,0,Female_225
27.0,Male,3,Data Scientist,2.0,115000.0,Australia,Asian,0,Male_245
29.0,Female,1,Software Engineer,4.0,140000.0,China,Korean,0,Female_226
34.0,Male,1,Product Manager,9.0,185000.0,China,Korean,0,Male_246
25.0,Female,2,Data Analyst,1.0,100000.0,Canada,Asian,0,Female_227
33.0,Male,3,Data Scientist,8.0,190000.0,UK,Mixed,0,Male_247
31.0,Female,1,Software Engineer,6.0,155000.0,UK,Welsh,0,Female_228
28.0,Male,2,Product Manager,3.0,130000.0,UK,Asian,0,Male_248
30.0,Female,1,Data Analyst,5.0,145000.0,China,Chinese,0,Female_229
27.0,Male,3,Data Scientist,2.0,115000.0,UK,Welsh,0,Male_249
29.0,Female,1,Software Engineer,4.0,140000.0,China,Chinese,0,Female_230
34.0,Male,1,Product Manager,9.0,185000.0,China,White,0,Male_250
25.0,Female,2,Data Analyst,1.0,100000.0,UK,White,0,Female_231
33.0,Male,3,Data Scientist,8.0,190000.0,UK,Mixed,0,Male_251
31.0,Female,1,Software Engineer,6.0,155000.0,China,Chinese,0,Female_232
28.0,Male,2,Product Manager,3.0,130000.0,Canada,White,0,Male_252
30.0,Female,1,Data Analyst,5.0,145000.0,USA,White,0,Female_233
27.0,Male,3,Data Scientist,2.0,115000.0,UK,Mixed,0,Male_253
29.0,Female,1,Software Engineer,4.0,140000.0,USA,White,0,Female_234
34.0,Male,1,Product Manager,9.0,185000.0,Australia,Asian,0,Male_254
25.0,Female,2,Data Analyst,1.0,100000.0,Australia,Asian,0,Female_235
33.0,Male,3,Data Scientist,8.0,190000.0,Canada,Asian,0,Male_255
31.0,Female,1,Software Engineer,6.0,155000.0,Australia,Australian,0,Female_236
28.0,Male,2,Product Manager,3.0,130000.0,Canada,Asian,0,Male_256
30.0,Female,1,Data Analyst,5.0,145000.0,China,Chinese,0,Female_237
27.0,Male,3,Data Scientist,2.0,115000.0,Australia,White,0,Male_257
29.0,Female,1,Software Engineer,4.0,140000.0,China,Chinese,0,Female_238
34.0,Male,1,Product Manager,9.0,185000.0,Canada,White,0,Male_258
25.0,Female,2,Data Analyst,1.0,100000.0,China,Korean,0,Female_239
33.0,Male,3,Data Scientist,8.0,190000.0,UK,Mixed,0,Male_259
31.0,Female,1,Software Engineer,6.0,155000.0,USA,White,0,Female_240
28.0,Male,2,Product Manager,3.0,130000.0,Australia,White,0,Male_260
30.0,Female,1,Data Analyst,5.0,145000.0,USA,Hispanic,0,Female_241
27.0,Male,3,Data Scientist,2.0,115000.0,UK,Welsh,0,Male_261
29.0,Female,1,Software Engineer,4.0,140000.0,Canada,Asian,0,Female_242
34.0,Male,1,Product Manager,9.0,185000.0,Australia,Australian,0,Male_262
26.0,Male,1,Data Analyst,3.0,130000.0,Australia,Australian,0,Male_263
29.0,Female,2,Data Scientist,6.0,180000.0,UK,Asian,0,Female_243
32.0,Male,1,Software Engineer,8.0,190000.0,Australia,White,0,Male_264
27.0,Female,1,Product Manager,4.0,150000.0,UK,Welsh,0,Female_244
24.0,Male,1,Data Analyst,1.0,90000.0,China,Chinese,0,Male_265
31.0,Female,2,Data Scientist,9.0,195000.0,UK,Asian,0,Female_245
28.0,Male,1,Software Engineer,5.0,160000.0,China,White,0,Male_266
33.0,Female,2,Product Manager,11.0,198000.0,USA,African American,0,Female_246
25.0,Male,1,Data Analyst,2.0,110000.0,USA,Hispanic,0,Male_267
30.0,Female,3,Data Scientist,7.0,185000.0,China,Korean,0,Female_247
27.0,Male,1,Software Engineer,4.0,140000.0,UK,Mixed,0,Male_268
34.0,Female,2,Product Manager,12.0,196000.0,China,Chinese,0,Female_248
23.0,Male,1,Data Analyst,1.0,95000.0,China,Korean,0,Male_269
32.0,Female,3,Data Scientist,10.0,193000.0,Australia,White,0,Female_249
29.0,Male,1,Software Engineer,6.0,175000.0,Australia,White,0,Male_270
30.0,Female,1,Product Manager,5.0,160000.0,Australia,White,0,Female_250
26.0,Male,1,Data Analyst,3.0,130000.0,Canada,Black,0,Male_271
31.0,Female,2,Data Scientist,6.0,180000.0,China,Korean,0,Female_251
28.0,Male,1,Software Engineer,5.0,160000.0,USA,African American,0,Male_272
33.0,Female,2,Product Manager,11.0,198000.0,UK,Mixed,0,Female_252
24.0,Male,1,Data Analyst,1.0,90000.0,China,White,0,Male_273
30.0,Female,3,Data Scientist,7.0,185000.0,Canada,White,0,Female_253
27.0,Male,1,Software Engineer,4.0,140000.0,Canada,Black,0,Male_274
34.0,Female,2,Product Manager,12.0,196000.0,Canada,White,0,Female_254
25.0,Male,1,Data Analyst,2.0,110000.0,China,Chinese,0,Male_275
29.0,Female,2,Data Scientist,6.0,180000.0,USA,White,0,Female_255
32.0,Male,1,Software Engineer,8.0,190000.0,Australia,White,0,Male_276
27.0,Female,1,Product Manager,4.0,150000.0,China,White,0,Female_256
31.0,Male,1,Data Analyst,9.0,195000.0,China,Korean,0,Male_277
28.0,Female,1,Software Engineer,5.0,160000.0,Australia,Asian,0,Female_257
33.0,Male,2,Product Manager,11.0,198000.0,UK,White,0,Male_278
26.0,Female,1,Data Analyst,3.0,130000.0,Australia,White,0,Female_258
30.0,Male,3,Data Scientist,7.0,185000.0,USA,African American,0,Male_279
27.0,Female,1,Software Engineer,4.0,140000.0,UK,Welsh,0,Female_259
34.0,Male,2,Product Manager,12.0,196000.0,China,Korean,0,Male_280
25.0,Female,1,Data Analyst,2.0,110000.0,China,Korean,0,Female_260
32.0,Male,1,Software Engineer,8.0,190000.0,UK,Asian,0,Male_281
29.0,Female,2,Data Scientist,6.0,180000.0,USA,White,0,Female_261
30.0,Male,1,Data Analyst,5.0,160000.0,USA,African American,0,Male_282
33.0,Female,2,Product Manager,11.0,198000.0,USA,White,0,Female_262
24.0,Male,1,Data Analyst,1.0,90000.0,USA,African American,0,Male_283
31.0,Female,3,Data Scientist,9.0,195000.0,Australia,White,0,Female_263
28.0,Male,1,Software Engineer,5.0,160000.0,Australia,Asian,0,Male_284
27.0,Female,1,Product Manager,4.0,150000.0,UK,White,0,Female_264
26.0,Male,1,Data Analyst,3.0,130000.0,Canada,White,0,Male_285
29.0,Female,2,Data Scientist,6.0,180000.0,Canada,White,0,Female_265
32.0,Male,1,Software Engineer,8.0,190000.0,China,White,0,Male_286
33.0,Female,2,Product Manager,11.0,198000.0,UK,White,0,Female_266
25.0,Male,1,Data Analyst,2.0,110000.0,Australia,White,0,Male_287
30.0,Female,3,Data Scientist,7.0,185000.0,USA,Asian,0,Female_267
27.0,Male,1,Software Engineer,4.0,140000.0,China,Chinese,0,Male_288
34.0,Female,2,Product Manager,12.0,196000.0,UK,Mixed,0,Female_268
31.0,Male,1,Data Analyst,9.0,195000.0,Canada,Asian,0,Male_289
28.0,Female,1,Software Engineer,5.0,160000.0,China,White,0,Female_269
26.0,Male,1,Data Analyst,3.0,130000.0,Australia,Australian,0,Male_290
29.0,Female,2,Data Scientist,6.0,180000.0,China,White,0,Female_270
32.0,Male,1,Software Engineer,8.0,190000.0,Australia,Australian,0,Male_291
33.0,Female,2,Product Manager,11.0,198000.0,Australia,Australian,0,Female_271
24.0,Male,1,Data Analyst,1.0,90000.0,China,White,0,Male_292
27.0,Male,1,Software Engineer,4.0,140000.0,Australia,Asian,0,Male_293
25.0,Female,1,Data Analyst,2.0,110000.0,Australia,White,0,Female_272
30.0,Female,3,Data Scientist,7.0,185000.0,USA,Asian,0,Female_273
31.0,Male,1,Data Analyst,9.0,195000.0,UK,Asian,0,Male_294
28.0,Female,1,Software Engineer,5.0,160000.0,Canada,Asian,0,Female_274
26.0,Male,1,Data Analyst,3.0,130000.0,Canada,White,0,Male_295
29.0,Female,2,Data Scientist,6.0,180000.0,USA,Hispanic,0,Female_275
32.0,Male,1,Software Engineer,8.0,190000.0,Australia,Australian,0,Male_296
33.0,Female,2,Product Manager,11.0,198000.0,Canada,Asian,0,Female_276
24.0,Male,1,Data Analyst,1.0,90000.0,UK,Welsh,0,Male_297
27.0,Male,1,Software Engineer,4.0,140000.0,USA,Hispanic,0,Male_298
25.0,Female,1,Data Analyst,2.0,110000.0,USA,African American,0,Female_277
30.0,Female,3,Data Scientist,7.0,185000.0,Australia,Asian,0,Female_278
31.0,Male,1,Data Analyst,9.0,195000.0,China,Chinese,0,Male_299
28.0,Female,1,Software Engineer,5.0,160000.0,Canada,Asian,0,Female_279
26.0,Male,1,Data Analyst,3.0,130000.0,UK,Asian,0,Male_300
29.0,Female,2,Data Scientist,6.0,180000.0,Canada,Asian,0,Female_280
32.0,Male,1,Software Engineer,8.0,190000.0,China,White,0,Male_301
33.0,Female,2,Product Manager,11.0,198000.0,Canada,White,0,Female_281
24.0,Male,1,Data Analyst,1.0,90000.0,China,Korean,0,Male_302
27.0,Male,1,Software Engineer,4.0,140000.0,China,Korean,0,Male_303
25.0,Female,1,Data Analyst,2.0,110000.0,USA,Hispanic,0,Female_282
30.0,Female,3,Data Scientist,7.0,185000.0,USA,Hispanic,0,Female_283
31.0,Male,1,Data Analyst,9.0,195000.0,UK,Asian,0,Male_304
28.0,Female,1,Software Engineer,5.0,160000.0,Australia,Asian,0,Female_284
26.0,Male,1,Data Analyst,3.0,130000.0,Australia,Australian,0,Male_305
29.0,Female,2,Data Scientist,6.0,180000.0,Australia,Asian,0,Female_285
32.0,Male,1,Software Engineer,8.0,190000.0,Australia,Asian,0,Male_306
33.0,Female,2,Product Manager,11.0,198000.0,China,White,0,Female_286
24.0,Male,1,Data Analyst,1.0,90000.0,Canada,White,0,Male_307
27.0,Male,1,Software Engineer,4.0,140000.0,USA,White,0,Male_308
25.0,Male,1,Data Analyst,2.0,125000.0,UK,White,0,Male_309
28.0,Female,2,Data Scientist,6.0,175000.0,Canada,Asian,0,Female_287
30.0,Male,1,Software Engineer,8.0,190000.0,UK,White,0,Male_310
27.0,Female,1,Product Manager,4.0,150000.0,UK,Welsh,0,Female_288
24.0,Male,1,Data Analyst,1.0,95000.0,UK,Mixed,0,Male_311
31.0,Male,2,Data Scientist,9.0,195000.0,Canada,White,0,Male_312
28.0,Male,1,Software Engineer,5.0,160000.0,USA,African American,0,Male_313
33.0,Female,2,Product Manager,11.0,198000.0,Australia,White,0,Female_289
26.0,Male,1,Data Analyst,3.0,130000.0,Canada,Asian,0,Male_314
30.0,Female,3,Data Scientist,7.0,185000.0,China,Chinese,0,Female_290
27.0,Male,1,Software Engineer,4.0,140000.0,Australia,White,0,Male_315
34.0,Female,2,Product Manager,12.0,196000.0,UK,Asian,0,Female_291
23.0,Male,1,Data Analyst,1.0,90000.0,Canada,Asian,0,Male_316
32.0,Female,3,Data Scientist,10.0,193000.0,Canada,Black,0,Female_292
29.0,Male,1,Software Engineer,6.0,170000.0,USA,Hispanic,0,Male_317
30.0,Female,1,Product Manager,5.0,160000.0,China,White,0,Female_293
26.0,Male,1,Data Analyst,3.0,135000.0,Canada,Asian,0,Male_318
31.0,Female,2,Data Scientist,6.0,180000.0,Canada,White,0,Female_294
28.0,Male,1,Software Engineer,5.0,160000.0,UK,Mixed,0,Male_319
33.0,Female,2,Product Manager,11.0,198000.0,Canada,Black,0,Female_295
24.0,Male,1,Data Analyst,1.0,90000.0,Australia,White,0,Male_320
30.0,Female,3,Data Scientist,7.0,185000.0,China,Korean,0,Female_296
27.0,Male,1,Software Engineer,4.0,140000.0,Australia,Australian,0,Male_321
34.0,Female,2,Product Manager,12.0,196000.0,USA,Asian,0,Female_297
25.0,Male,1,Data Analyst,2.0,115000.0,China,Korean,0,Male_322
29.0,Female,2,Data Scientist,6.0,180000.0,Canada,Asian,0,Female_298
32.0,Male,1,Software Engineer,8.0,190000.0,China,Korean,0,Male_323
27.0,Female,1,Product Manager,4.0,150000.0,USA,African American,0,Female_299
31.0,Male,1,Data Analyst,9.0,195000.0,UK,Asian,0,Male_324
28.0,Female,1,Software Engineer,5.0,160000.0,UK,Asian,0,Female_300
33.0,Male,2,Product Manager,11.0,198000.0,UK,Mixed,0,Male_325
26.0,Female,1,Data Analyst,3.0,130000.0,Canada,Asian,0,Female_301
30.0,Male,3,Data Scientist,7.0,185000.0,UK,Welsh,0,Male_326
27.0,Female,1,Software Engineer,4.0,140000.0,Canada,White,0,Female_302
34.0,Male,2,Product Manager,12.0,196000.0,China,Korean,0,Male_327
25.0,Female,1,Data Analyst,2.0,110000.0,Australia,Asian,0,Female_303
32.0,Male,1,Software Engineer,8.0,190000.0,Canada,Black,0,Male_328
29.0,Female,2,Data Scientist,6.0,180000.0,China,White,0,Female_304
30.0,Male,1,Data Analyst,5.0,160000.0,China,Chinese,0,Male_329
33.0,Female,2,Product Manager,11.0,198000.0,UK,Welsh,0,Female_305
24.0,Male,1,Data Analyst,1.0,90000.0,Canada,Asian,0,Male_330
31.0,Female,3,Data Scientist,9.0,195000.0,Australia,Asian,0,Female_306
28.0,Male,1,Software Engineer,5.0,160000.0,Canada,Black,0,Male_331
27.0,Female,1,Product Manager,4.0,150000.0,USA,Asian,0,Female_307
26.0,Male,1,Data Analyst,3.0,130000.0,Canada,Black,0,Male_332
29.0,Female,2,Data Scientist,6.0,180000.0,Canada,Black,0,Female_308
32.0,Male,1,Software Engineer,8.0,190000.0,UK,White,0,Male_333
33.0,Female,2,Product Manager,11.0,198000.0,USA,African American,0,Female_309
25.0,Male,1,Data Analyst,2.0,110000.0,UK,Welsh,0,Male_334
30.0,Female,3,Data Scientist,7.0,185000.0,UK,White,0,Female_310
27.0,Male,1,Software Engineer,4.0,140000.0,Canada,White,0,Male_335
34.0,Female,2,Product Manager,12.0,196000.0,UK,Welsh,0,Female_311
31.0,Male,1,Data Analyst,9.0,195000.0,China,Chinese,0,Male_336
28.0,Female,1,Software Engineer,5.0,160000.0,Canada,Black,0,Female_312
26.0,Male,1,Data Analyst,3.0,130000.0,China,Korean,0,Male_337
29.0,Female,2,Data Scientist,6.0,180000.0,Canada,Black,0,Female_313
32.0,Male,1,Software Engineer,8.0,190000.0,Canada,White,0,Male_338
33.0,Female,2,Product Manager,11.0,198000.0,UK,Asian,0,Female_314
24.0,Male,1,Data Analyst,1.0,90000.0,China,Korean,0,Male_339
27.0,Male,1,Software Engineer,4.0,140000.0,Canada,Black,0,Male_340
25.0,Female,1,Data Analyst,2.0,110000.0,UK,White,0,Female_315
30.0,Female,3,Data Scientist,7.0,185000.0,Australia,Asian,0,Female_316
31.0,Male,1,Data Analyst,9.0,195000.0,USA,Hispanic,0,Male_341
28.0,Female,1,Software Engineer,5.0,160000.0,Australia,Australian,0,Female_317
26.0,Male,1,Data Analyst,3.0,130000.0,Australia,Asian,0,Male_342
29.0,Female,2,Data Scientist,6.0,180000.0,Canada,Asian,0,Female_318
